Price,Car Name,Region,Condition,Mileage,Year,Color,Brand,Log_Price
6510000.0,Toyota Corolla,Lagos State,Local Used,135086.0,2010,Black,Toyota,15.688850167794572
17745000.0,Toyota Camry,Lagos State,Foreign Used,171412.0,2017,White,Toyota,16.691614400416633
12480000.0,Land Rover Range Rover Sport,Delta State,Local Used,91098.0,2012,Red,Land,16.33963800103376
17850000.0,BMW 218i,Abuja (FCT),Local Used,46191.0,2015,Brown,BMW,16.69751412221233
7800000.0,Honda Accord Crosstour EX-L AWD,Lagos State,Local Used,136036.0,2010,Gray,Honda,15.869634419864939
2415000.0,Hyundai Santa Fe,Lagos State,Local Used,214470.0,2003,Burgandy,Hyundai,14.697210259147399
12232500.0,Hyundai Elantra,Lagos State,Foreign Used,332737.0,2013,Black,Hyundai,16.31960698389485
10500000.0,Hyundai Tucson GL FWD,Lagos State,Local Used,127129.0,2013,Blue,Hyundai,16.166885910365842
3150000.0,Toyota Solara,Abuja (FCT),Local Used,248150.0,1999,Black,Toyota,14.962913328262083
4935000.0,Lexus ES,Oyo State,Local Used,152821.0,2004,Gray,Lexus,15.411863433483942
4935000.0,Ford Fusion SE,Lagos State,Local Used,130891.0,2012,Black,Ford,15.411863433483942
22050000.0,Honda CR-V,Lagos State,Local Used,101273.0,2018,Black,Honda,16.908823205208602
4200000.0,Peugeot 206,Abuja (FCT),Foreign Used,197703.0,2005,Blue,Peugeot,15.250595321348806
5880000.0,Mazda CX-9,Lagos State,Local Used,295297.0,2009,Burgandy,Mazda,15.587067489942822
5310375.0,Mazda CX-9,Lagos State,Local Used,207409.0,2010,Black,Mazda,15.48517320050407
8320000.0,Toyota Camry,Rivers State,Local Used,63062.0,2007,Black,Toyota,15.934172932989691
5775000.0,Toyota Sienna LE 4WD,Lagos State,Local Used,196518.0,2007,Silver,Toyota,15.56904898753229
5250000.0,Ford Figo,Lagos State,Local Used,189652.0,2018,Silver,Ford,15.473738825043979
7280000.0,Honda CR-V,Rivers State,Local Used,91022.0,2009,Blue,Honda,15.800641557535496
11025000.0,Land Rover Range Rover Sport,Lagos State,Local Used,63575.0,2013,Black,Land,16.21567607000013
5712000.0,Toyota Camry,Lagos State,Local Used,204233.0,2007,Black,Toyota,15.55807995807157
40950000.0,Land Rover Range Rover,Lagos State,Local Used,120833.0,2016,Black,Land,17.527862392683375
2310000.0,Honda Accord,Lagos State,Local Used,209938.0,2003,Silver,Honda,14.652758515398315
12029850.0,Mercedes-Benz GLK-Class 350 4MATIC,Lagos State,Local Used,303695.0,2011,White,Mercedes-Benz,16.30290170217175
5775000.0,Honda CR-V,Rivers State,Local Used,148094.0,2007,Black,Honda,15.56904898753229
26000000.0,Toyota Venza,Abuja (FCT),Foreign Used,169626.0,2015,Gray,Toyota,17.073607134447293
5460000.0,Acura MDX,Lagos State,Foreign Used,334160.0,2005,White,Acura,15.512959530871253
8400000.0,Nissan Rogue,Lagos State,Foreign Used,109007.0,2012,White,Nissan,15.943742382861153
11550000.0,Audi Q7,Lagos State,Local Used,42687.0,2014,Black,Audi,16.26219608151216
122850000.0,Lexus RX 350,Lagos State,Foreign Used,646.0,2024,Red,Lexus,18.62647466507147
5040000.0,Toyota Corolla,Rivers State,Local Used,88256.0,2005,Blue,Toyota,15.43291683846023
31500000.0,Toyota Land Cruiser,Lagos State,Local Used,176000.0,2010,Black,Toyota,17.265498135541893
3885000.0,Infiniti M 35,Rivers State,Local Used,154904.0,2008,Silver,Infiniti,15.172633799184108
8400000.0,Kia Mohave,Rivers State,Local Used,108687.0,2013,Black,Kia,15.943742382861153
6032000.0,Honda Pilot,Lagos State,Local Used,290986.0,2007,Gray,Honda,15.612589354452409
3675000.0,Opel Zafira 1.8,Lagos State,Local Used,304833.0,2002,Silver,Opel,15.11706396273788
14700000.0,Mercedes-Benz GLK-Class,Abuja (FCT),Local Used,177275.0,2013,Silver,Mercedes-Benz,16.503358119776173
4032000.0,Toyota Camry,Abuja (FCT),Local Used,200890.0,2005,Black,Toyota,15.209773336749183
18720000.0,Mercedes-Benz GLK-Class,Abuja (FCT),Local Used,82228.0,2015,Blue,Mercedes-Benz,16.74510308243252
10290000.0,Toyota Sienna,Lagos State,Foreign Used,194306.0,2008,Silver,Toyota,16.146683204991955
12075000.0,Toyota Venza,Lagos State,Local Used,147713.0,2009,White,Toyota,16.306647840318643
6552000.0,Lexus ES,Lagos State,Local Used,122685.0,2006,Gray,Lexus,15.695281057140182
3890000.0,Acura MDX,Lagos State,Local Used,195707.0,2006,Silver,Acura,15.173919972664004
12285000.0,Toyota Camry,Lagos State,Local Used,199488.0,2017,Black,Toyota,16.323889645337495
16016000.0,Toyota Venza,Lagos State,Local Used,79649.0,2009,Brown,Toyota,16.5890988429747
4725000.0,Toyota Avensis,Abuja (FCT),Local Used,4790665.0,1998,Silver,Toyota,15.368378330550168
29120000.0,Lexus RX 350,Delta State,Foreign Used,120362.0,2015,Red,Lexus,17.18693581563342
29400000.0,Mercedes-Benz GLE-Class,Abuja (FCT),Local Used,119821.0,2017,White,Mercedes-Benz,17.196505266322514
13125000.0,Land Rover Range Rover Evoque Pure AWD 5-Door,Lagos State,Local Used,133481.0,2013,Black,Land,16.390029442632436
8190000.0,Lexus ES,Enugu State,Local Used,107079.0,2007,Red,Lexus,15.918424577929366
6240000.0,Lexus ES,Lagos State,Local Used,321253.0,2004,Gold,Lexus,15.646490900602007
10869600.0,Land Rover Range Rover Evoque,Lagos State,Local Used,58732.0,2012,Black,Land,16.20148055189195
12480000.0,Mercedes-Benz C300,Oyo State,Foreign Used,215962.0,2010,Silver,Mercedes-Benz,16.33963800103376
7800000.0,Toyota RAV4,Lagos State,Local Used,88777.0,2008,Gold,Toyota,15.869634419864939
4620000.0,Toyota Sienna,Oyo State,Local Used,119409.0,2004,Silver,Toyota,15.345905479508113
13125000.0,Land Rover Range Rover Vogue,Abuja (FCT),Local Used,160678.0,2010,Black,Land,16.390029442632436
8320000.0,Toyota Corolla,Lagos State,Local Used,66081.0,2010,Gray,Toyota,15.934172932989691
2730000.0,Mazda 6,Lagos State,Local Used,192180.0,2006,Green,Mazda,14.819812533461441
5250000.0,Toyota Camry,Lagos State,Local Used,183696.0,2007,Green,Toyota,15.473738825043979
3536000.0,Hyundai Sonata,Imo State,Local Used,347115.0,2008,Green,Hyundai,15.07850698554506
2835000.0,Toyota RAV4 Base FWD,Rivers State,Local Used,403820.0,2001,Silver,Toyota,14.857552847877614
5250000.0,Toyota Avensis,Lagos State,Local Used,180258.0,2004,Silver,Toyota,15.473738825043979
13650000.0,Acura MDX,Lagos State,Local Used,123120.0,2015,Gray,Acura,16.429250152855314
9880000.0,Toyota Corolla,Abuja (FCT),Local Used,72122.0,2013,Gray,Toyota,16.10602317093862
9048000.0,Toyota Corolla,Rivers State,Local Used,78703.0,2012,Gray,Toyota,16.01805440729975
7488000.0,Toyota Camry,Lagos State,Local Used,241190.0,2007,Blue,Toyota,15.828812430686565
3150000.0,Toyota RAV4,Lagos State,Local Used,334774.0,2003,Silver,Toyota,14.962913328262083
8400000.0,Toyota Corolla,Rivers State,Local Used,193602.0,2011,Black,Toyota,15.943742382861153
5040000.0,Toyota Camry,Abuja (FCT),Local Used,211056.0,2007,Red,Toyota,15.43291683846023
5838000.0,Land Rover Range Rover Sport,Lagos State,Local Used,144579.0,2008,White,Land,15.57989900168772
6448000.0,Toyota Corolla,Lagos State,Local Used,454533.0,2005,Brown,Toyota,15.679280718255438
8400000.0,Cadillac CTS,Lagos State,Local Used,209721.0,2008,Black,Cadillac,15.943742382861153
4465125.0,Hyundai Santa Fe,Lagos State,Local Used,106357.0,2008,Black,Hyundai,15.311807991379457
13520000.0,Hyundai Sonata,Abuja (FCT),Local Used,155362.0,2014,Gray,Hyundai,16.419680702543587
14175000.0,Toyota RAV4 2.5 4x4,Kaduna State,Foreign Used,117080.0,2011,White,Toyota,16.466990478124824
9450000.0,Kia Forte,Ondo State,Foreign Used,315285.0,2015,Gray,Kia,16.061525405290027
2520000.0,Honda Accord,Abuja (FCT),Local Used,188642.0,2003,Blue,Honda,14.739769856312924
7875000.0,Audi Q5,Lagos State,Local Used,131017.0,2013,White,Audi,15.87920386966009
9135000.0,Hyundai Sonata,Lagos State,Foreign Used,228319.0,2012,Red,Hyundai,16.02762385726331
23920000.0,Mercedes-Benz M Class,Lagos State,Local Used,142825.0,2014,Gray,Mercedes-Benz,16.990225528852722
5720000.0,Toyota Corolla,Lagos State,Local Used,405780.0,2004,Gray,Toyota,15.55947953818114
11668800.0,Toyota Camry,Lagos State,Foreign Used,51788.0,2009,Gray,Toyota,16.272429256910716
9765000.0,Mercedes-Benz E350,Abuja (FCT),Local Used,87848.0,2010,Black,Mercedes-Benz,16.094315224699464
32256000.0,Mercedes-Benz GLC-Class,Lagos State,Local Used,188437.0,2017,Blue,Mercedes-Benz,17.289214661415162
15750000.0,Kia Ray,Abuja (FCT),Foreign Used,671457.0,2012,Gray,Kia,16.572350986727976
9256000.0,Lexus ES,Lagos State,Local Used,93852.0,2008,Gold,Lexus,16.040782655893672
13312000.0,Toyota Camry,Lagos State,Foreign Used,228980.0,2011,Black,Toyota,16.404176517163314
6300000.0,Peugeot 407,Lagos State,Local Used,746646.0,2002,Gray,Peugeot,15.656060350091908
9240000.0,Lexus ES 350,Lagos State,Local Used,136964.0,2011,White,Lexus,16.039052551842968
3675000.0,Ford Edge,Rivers State,Local Used,149069.0,2007,Gray,Ford,15.11706396273788
4410000.0,Toyota Sienna,Lagos State,Local Used,427144.0,2006,Gold,Toyota,15.299385474180372
4725000.0,Toyota Camry,Ogun State,Local Used,412776.0,2006,Red,Toyota,15.368378330550168
6032000.0,Toyota 4-Runner,Lagos State,Local Used,178683.0,2000,Black,Toyota,15.612589354452409
6300000.0,Toyota Corolla,Lagos State,Local Used,170070.0,2006,Silver,Toyota,15.656060350091908
12600000.0,Mercedes-Benz C300,Lagos State,Foreign Used,234398.0,2013,Black,Mercedes-Benz,16.349207451286784
7586250.0,Lexus IS,Abuja (FCT),Local Used,284738.0,2008,Silver,Lexus,15.841848087949625
4680000.0,Honda Civic,Abuja (FCT),Local Used,165045.0,2007,Gray,Honda,15.35880888156902
10400000.0,Toyota Corolla,Lagos State,Local Used,202005.0,2011,Silver,Toyota,16.15731646026544
15750000.0,BMW 535i,Lagos State,Local Used,320383.0,2013,White,BMW,16.572350986727976
7280000.0,Toyota Camry,Abuja (FCT),Local Used,93713.0,2007,Green,Toyota,15.800641557535496
16016000.0,Toyota Camry,Abuja (FCT),Local Used,142230.0,2015,Red,Toyota,16.5890988429747
28080000.0,Honda Accord EX (1.5L 4cyl Turbo CVT),Lagos State,Local Used,122594.0,2018,Black,Honda,17.15056817273442
2625000.0,Nissan Almera,Lagos State,Local Used,252573.0,2004,Blue,Nissan,14.78059183496017
7875000.0,Toyota Camry,Lagos State,Foreign Used,273985.0,2005,Black,Toyota,15.87920386966009
23100000.0,Ford Mustang,Abuja (FCT),Local Used,147328.0,2010,Gray,Ford,16.955343218782065
16640000.0,Toyota Camry,Lagos State,Local Used,165749.0,2012,Red,Toyota,16.627320053453488
21000000.0,Toyota Land Cruiser Prado,Lagos State,Local Used,159609.0,2004,Black,Toyota,16.860033043306743
13650000.0,Toyota Camry,Abuja (FCT),Foreign Used,118053.0,2016,Gray,Toyota,16.429250152855314
5040000.0,BMW 320i,Abuja (FCT),Local Used,243530.0,2009,Black,BMW,15.43291683846023
6032000.0,Toyota Sienna,Rivers State,Local Used,4223843.0,2004,Gold,Toyota,15.612589354452409
460950000.0,Brabus G 800,Lagos State,Foreign Used,31753.0,2019,Black,Brabus,19.94880013737831
15600000.0,Toyota Camry,Kaduna State,Foreign Used,137333.0,2012,White,Toyota,16.562781536322326
5250000.0,Toyota Avalon,Rivers State,Local Used,195307.0,2008,Gray,Toyota,15.473738825043979
6136000.0,Toyota Highlander,Rivers State,Local Used,108293.0,2002,Silver,Toyota,15.629683785001836
6300000.0,Toyota Camry,Abuja (FCT),Local Used,612799.0,2007,Black,Toyota,15.656060350091908
3150000.0,Lexus RX 300,Lagos State,Local Used,153282.0,2002,Gray,Lexus,14.962913328262083
7140000.0,Toyota Camry,Abuja (FCT),Local Used,327608.0,2011,Black,Toyota,15.78122347437178
22050000.0,Lexus ES,Lagos State,Foreign Used,178385.0,2013,White,Lexus,16.908823205208602
10920000.0,Toyota RAV4,Lagos State,Local Used,157552.0,2014,White,Toyota,16.20610661985612
3640000.0,Honda Accord,Lagos State,Local Used,207868.0,2004,Gray,Honda,15.10749451433816
7560000.0,Toyota Corolla,Oyo State,Local Used,117794.0,2010,Silver,Toyota,15.83838188043084
9880000.0,Hyundai Sonata,Lagos State,Local Used,172367.0,2011,Blue,Hyundai,16.10602317093862
22890000.0,Mercedes-Benz M Class,Lagos State,Foreign Used,178355.0,2014,White,Mercedes-Benz,16.94621073561595
7072000.0,Toyota Camry,Lagos State,Local Used,197007.0,2008,Black,Toyota,15.77165402470232
18720000.0,Mercedes-Benz GLK-Class,Delta State,Local Used,289789.0,2014,Black,Mercedes-Benz,16.74510308243252
17850000.0,Toyota 4-Runner,Abuja (FCT),Local Used,141600.0,2012,Black,Toyota,16.69751412221233
3150000.0,Nissan Almera,Abuja (FCT),Local Used,317370.0,2005,Silver,Nissan,14.962913328262083
5720000.0,Toyota Camry,Rivers State,Local Used,341571.0,2005,Gold,Toyota,15.55947953818114
10500000.0,Hyundai Sonata,Lagos State,Foreign Used,155127.0,2014,Gray,Hyundai,16.166885910365842
3045000.0,Honda Accord,Abuja (FCT),Local Used,283171.0,2007,Black,Honda,14.929011787533305
4200000.0,Toyota Camry,Oyo State,Local Used,196084.0,2003,Black,Toyota,15.250595321348806
3360000.0,Acura RL,Lagos State,Local Used,280546.0,2005,Black,Acura,15.02745182955839
17325000.0,Hyundai Creta,Lagos State,Local Used,68351.0,2020,Black,Hyundai,16.667661160760296
5775000.0,Toyota Corolla,Oyo State,Local Used,165759.0,2008,Black,Toyota,15.56904898753229
5250000.0,Toyota Corolla,Lagos State,Foreign Used,150119.0,2004,Black,Toyota,15.473738825043979
52000000.0,Lexus GX,Abuja (FCT),Local Used,179629.0,2015,Gray,Lexus,17.76675429577647
5565000.0,Toyota Camry,Rivers State,Local Used,175875.0,2009,Gray,Toyota,15.532007722386284
4725000.0,Honda Accord,Abuja (FCT),Local Used,364723.0,2009,Gray,Honda,15.368378330550168
33600000.0,Mercedes-Benz GLE-Class,Delta State,Local Used,30212.0,2018,White,Mercedes-Benz,17.330036654695338
5460000.0,Toyota RAV4,Lagos State,Local Used,152341.0,2007,Blue,Toyota,15.512959530871253
4992000.0,Toyota Corolla,Oyo State,Local Used,262360.0,2004,Beige,Toyota,15.423347389351893
8925000.0,Lexus ES 350,Imo State,Local Used,102548.0,2011,Gray,Lexus,16.004366997674786
6552000.0,Lexus ES,Abuja (FCT),Local Used,178995.0,2004,Gray,Lexus,15.695281057140182
2205000.0,Peugeot 307,Enugu State,Local Used,188340.0,2008,Blue,Peugeot,14.606238520377719
8190000.0,Lexus RX 330,Lagos State,Local Used,108813.0,2004,Gray,Lexus,15.918424577929366
4725000.0,Toyota Avalon,Lagos State,Local Used,326084.0,2006,Green,Toyota,15.368378330550168
4271000.0,Toyota Camry,Imo State,Local Used,290294.0,2007,Gray,Toyota,15.26735878396078
4725000.0,Toyota Corolla,Lagos State,Local Used,167842.0,2004,Blue,Toyota,15.368378330550168
39832000.0,Toyota Avalon XLE (3.5L 6cyl 6A),Lagos State,Foreign Used,69470.0,2018,Blue,Toyota,17.5001811924096
5200000.0,Nissan Pathfinder,Rivers State,Local Used,18612.0,2005,Gray,Nissan,15.46416937585933
36750000.0,Lexus NX,Lagos State,Foreign Used,166194.0,2016,Gray,Lexus,17.419648810834005
8840000.0,Toyota Camry,Lagos State,Local Used,263969.0,2007,Blue,Toyota,15.994797547735992
30160000.0,Mercedes-Benz M Class,Imo State,Foreign Used,153822.0,2014,Gray,Mercedes-Benz,17.22202713426053
5250000.0,Jeep Cherokee,Lagos State,Local Used,354828.0,2006,Black,Jeep,15.473738825043979
24960000.0,Lexus RX 350,Lagos State,Foreign Used,152341.0,2010,Black,Lexus,17.0327851415296
3360000.0,Mercedes-Benz C200,Enugu State,Local Used,256925.0,2001,Silver,Mercedes-Benz,15.02745182955839
7350000.0,Toyota Corolla,Lagos State,Local Used,144233.0,2009,Gray,Toyota,15.810211007243431
2730000.0,Peugeot 307,Abuja (FCT),Local Used,332594.0,2007,Blue,Peugeot,14.819812533461441
13520000.0,Ford Explorer,Delta State,Local Used,218470.0,2012,Gray,Ford,16.419680702543587
3640000.0,Honda Accord,Rivers State,Local Used,150444.0,2005,Silver,Honda,15.10749451433816
36400000.0,Toyota Highlander,Lagos State,Foreign Used,189161.0,2014,Gold,Toyota,17.410079360079497
3150000.0,Hyundai Sonata,Oyo State,Local Used,119418.0,2007,Gray,Hyundai,14.962913328262083
8840000.0,Toyota Camry,Rivers State,Local Used,134150.0,2007,Gray,Toyota,15.994797547735992
4368000.0,Toyota Corolla,Abuja (FCT),Local Used,275315.0,2005,Gray,Toyota,15.28981602534458
50960000.0,Lexus RX 350,Lagos State,Foreign Used,230816.0,2016,Gold,Lexus,17.746551588851414
4200000.0,Toyota Paseo,Abuja (FCT),Local Used,53593.0,1996,Black,Toyota,15.250595321348806
24150000.0,Ford Edge,Lagos State,Local Used,41326.0,2019,Blue,Ford,16.99979497947072
24150000.0,Land Rover Range Rover Sport,Lagos State,Local Used,95226.0,2014,Black,Land,16.99979497947072
22050000.0,Lexus ES,Lagos State,Foreign Used,157948.0,2014,Red,Lexus,16.908823205208602
3848000.0,Honda Civic,Abuja (FCT),Local Used,143777.0,2006,Blue,Honda,15.16306435064296
9450000.0,Ford Escape,Lagos State,Local Used,,2013,Black,Ford,16.061525405290027
4830000.0,Renault Megane,Rivers State,Foreign Used,310842.0,2004,Silver,Renault,15.390357232668071
17850000.0,Hyundai Santa Fe Limited AWD,Imo State,Foreign Used,136895.0,2016,Blue,Hyundai,16.69751412221233
6240000.0,Toyota Avalon,Rivers State,Local Used,236916.0,2005,Gray,Toyota,15.646490900602007
8925000.0,Ford Explorer,Lagos State,Local Used,219599.0,2013,Black,Ford,16.004366997674786
3837750.0,Honda Civic,Ondo State,Local Used,562187.0,2007,Black,Honda,15.160397075904758
7875000.0,Acura ZDX,Lagos State,Local Used,105043.0,2010,White,Acura,15.87920386966009
4160000.0,Acura MDX,Lagos State,Local Used,278490.0,2003,Black,Acura,15.241025872622032
7350000.0,Kia Borrego,Edo State,Local Used,173449.0,2009,Red,Kia,15.810211007243431
3360000.0,Kia Sportage,Enugu State,Local Used,250000.0,2007,Black,Kia,15.02745182955839
6300000.0,Toyota Camry,Oyo State,Local Used,233122.0,2010,Silver,Toyota,15.656060350091908
9450000.0,Toyota Sienna,Abuja (FCT),Local Used,247751.0,2014,Red,Toyota,16.061525405290027
7280000.0,Toyota Sienna,Lagos State,Local Used,304717.0,2004,Blue,Toyota,15.800641557535496
1890000.0,Hyundai Accent,Oyo State,Local Used,311480.0,2009,Black,Hyundai,14.452087916136215
3360000.0,Peugeot 307,Abuja (FCT),Local Used,763145.0,2007,Silver,Peugeot,15.02745182955839
6240000.0,Toyota Sienna,Ogun State,Local Used,300668.0,2004,Red,Toyota,15.646490900602007
16800000.0,Toyota Venza,Lagos State,Foreign Used,416168.0,2009,White,Toyota,16.636889503897294
7560000.0,Mercedes-Benz GL-Class,Lagos State,Local Used,146314.0,2008,Black,Mercedes-Benz,15.83838188043084
20280000.0,Toyota Highlander,Lagos State,Foreign Used,71969.0,2012,Silver,Toyota,16.82514578599692
10500000.0,Toyota Camry,Akwa Ibom State,Local Used,125485.0,2012,Gray,Toyota,16.166885910365842
23100000.0,Honda CR-V,Lagos State,Local Used,100137.0,2018,Black,Honda,16.955343218782065
9360000.0,Toyota 4-Runner,Lagos State,Local Used,198922.0,2008,Silver,Toyota,16.051955955291376
6825000.0,Toyota Corolla,Oyo State,Local Used,100971.0,2011,Blue,Toyota,15.736103045555433
11025000.0,Honda Accord,Abuja (FCT),Local Used,183307.0,2013,Beige,Honda,16.21567607000013
3990000.0,Nissan Quest,Lagos State,Local Used,187570.0,2008,Blue,Nissan,15.199302039492581
8925000.0,Lexus GX,Enugu State,Local Used,250000.0,2003,Black,Lexus,16.004366997674786
6240000.0,Lexus ES,Lagos State,Local Used,216264.0,2005,White,Lexus,15.646490900602007
5250000.0,Acura MDX,Lagos State,Local Used,1.0,2012,Black,Acura,15.473738825043979
3150000.0,Peugeot 206,Abuja (FCT),Local Used,226353.0,2000,Blue,Peugeot,14.962913328262083
12075000.0,Toyota Highlander SE,Lagos State,Local Used,203996.0,2010,Black,Toyota,16.306647840318643
28080000.0,Mercedes-Benz E350,Abuja (FCT),Foreign Used,71251.0,2016,White,Mercedes-Benz,17.15056817273442
15600000.0,Land Rover Range Rover Evoque,Delta State,Local Used,143940.0,2012,Black,Land,16.562781536322326
4725000.0,Honda Accord,Abuja (FCT),Local Used,175374.0,2010,Gray,Honda,15.368378330550168
4725000.0,Toyota Corolla,Oyo State,Local Used,176718.0,2003,Brown,Toyota,15.368378330550168
22050000.0,Honda Accord,Abuja (FCT),Local Used,153024.0,2019,Gray,Honda,16.908823205208602
13104000.0,Toyota Highlander,Lagos State,Local Used,96977.0,2013,Gray,Toyota,16.388428161387562
8400000.0,Nissan Teana,Lagos State,Local Used,81797.0,2008,Black,Nissan,15.943742382861153
14175000.0,Hyundai Genesis 3.8 AWD,Lagos State,Local Used,98780.0,2016,Brown,Hyundai,16.466990478124824
26250000.0,Toyota RAV4,Abuja (FCT),Foreign Used,137358.0,2018,Black,Toyota,17.083176585097142
7280000.0,Toyota Camry,Edo State,Local Used,167515.0,2007,Red,Toyota,15.800641557535496
20280000.0,Toyota Camry,Imo State,Foreign Used,126811.0,2015,Gold,Toyota,16.82514578599692
3360000.0,Honda Civic 1.6i LS Automatic,Abuja (FCT),Local Used,305315.0,2008,Black,Honda,15.02745182955839
2730000.0,Honda Accord 2.0 VTS,Lagos State,Local Used,301825.0,1998,Silver,Honda,14.819812533461441
8840000.0,Lexus RX 330,Edo State,Local Used,125860.0,2004,Blue,Lexus,15.994797547735992
7560000.0,Lexus GX 470 Sport Utility,Lagos State,Local Used,124107.0,2005,Black,Lexus,15.83838188043084
3360000.0,Mercedes-Benz C230,Lagos State,Local Used,62313.0,2004,Blue,Mercedes-Benz,15.02745182955839
5460000.0,Kia Cerato,Rivers State,Local Used,155790.0,2011,Black,Kia,15.512959530871253
14700000.0,Lexus LX,Imo State,Local Used,199060.0,2000,Black,Lexus,16.503358119776173
41600000.0,Mercedes-Benz C300,Lagos State,Foreign Used,35070.0,2016,Black,Mercedes-Benz,17.543610749269952
3528000.0,Mercedes-Benz C230,Abia State,Local Used,193338.0,2006,Black,Mercedes-Benz,15.07624197955549
3150000.0,Toyota Corolla,Edo State,Local Used,121747.0,2002,Black,Toyota,14.962913328262083
20475000.0,Toyota Avalon,Lagos State,Foreign Used,201227.0,2017,Blue,Toyota,16.834715236543456
6132000.0,Toyota RAV4,Lagos State,Local Used,173720.0,2006,Black,Toyota,15.629031682052759
2520000.0,Toyota Avalon XL,Rivers State,Local Used,27705.0,2004,Silver,Toyota,14.739769856312924
17010000.0,Lexus RX 350,Lagos State,Local Used,244296.0,2011,Gray,Lexus,16.64931202316099
3990000.0,Honda Accord,Lagos State,Local Used,299012.0,2008,Red,Honda,15.199302039492581
11156250.0,Toyota RAV4,Lagos State,Foreign Used,292429.0,2008,Black,Toyota,16.227510526580037
6846000.0,Lexus IS 350,Lagos State,Local Used,243530.0,2006,Black,Lexus,15.739175244142954
11000000.0,Toyota Corolla,Lagos State,Foreign Used,247624.0,2009,Red,Toyota,16.213405921671733
7665000.0,Volkswagen Touareg,Lagos State,Local Used,238166.0,2007,Gray,Volkswagen,15.852175200751187
5208000.0,Volkswagen Passat,Lagos State,Local Used,139166.0,2012,Gray,Volkswagen,15.465706654882812
8400000.0,Mercedes-Benz S-Class,Lagos State,Local Used,85946.0,2007,Black,Mercedes-Benz,15.943742382861153
27040000.0,Toyota Sienna,Lagos State,Foreign Used,121971.0,2015,Pink,Toyota,17.112827846121284
5775000.0,Toyota Yaris,Lagos State,Foreign Used,361460.0,2001,Blue,Toyota,15.56904898753229
3360000.0,Honda Accord,Lagos State,Local Used,173229.0,2006,Gray,Honda,15.02745182955839
3744000.0,Honda Pilot,Rivers State,Local Used,12352.0,2003,Silver,Honda,15.1356653836736
3570000.0,Toyota RAV4,Rivers State,Local Used,362175.0,2002,Red,Toyota,15.088076433867826
14040000.0,Honda Accord,Abuja (FCT),Local Used,156723.0,2015,Black,Honda,16.457421027787007
2940000.0,Toyota RAV4,Lagos State,Local Used,323295.0,2001,Silver,Toyota,14.89392047945086
5460000.0,Toyota Camry,Ogun State,Local Used,264194.0,2007,Silver,Toyota,15.512959530871253
2496000.0,Honda Accord,Lagos State,Local Used,146324.0,2000,Silver,Honda,14.7302004091124
3328000.0,Honda Accord,Abuja (FCT),Local Used,310263.0,2004,Blue,Honda,15.01788238140396
6478500.0,Toyota Camry,Lagos State,Local Used,109199.0,2010,Gray,Toyota,15.683999714407708
3675000.0,Nissan Primera,Oyo State,Local Used,258085.0,2002,Silver,Nissan,15.11706396273788
28080000.0,Toyota Highlander,Abuja (FCT),Local Used,185101.0,2015,Black,Toyota,17.15056817273442
9880000.0,Mercedes-Benz C300,Abuja (FCT),Local Used,288391.0,2010,Black,Mercedes-Benz,16.10602317093862
18720000.0,Ford Edge,Lagos State,Local Used,180937.0,2015,Silver,Ford,16.74510308243252
4368000.0,Honda Pilot,Oyo State,Local Used,265266.0,2007,Black,Honda,15.28981602534458
6510000.0,Toyota RAV4,Enugu State,Local Used,105241.0,2008,Silver,Toyota,15.688850167794572
3990000.0,Mercedes-Benz C280,Abuja (FCT),Local Used,214481.0,2006,Silver,Mercedes-Benz,15.199302039492581
4725000.0,Toyota RAV4,Edo State,Local Used,98892.0,2006,Gray,Toyota,15.368378330550168
13298250.0,Lexus ES,Lagos State,Foreign Used,89015.0,2010,Blue,Lexus,16.403143080785206
6457500.0,Hyundai Sonata,Lagos State,Local Used,156908.0,2011,White,Hyundai,15.680752958810812
22880000.0,Lexus RX 350,Lagos State,Local Used,95350.0,2015,Gray,Lexus,16.945773768182164
4200000.0,Nissan Armada,Lagos State,Local Used,297235.0,2006,Red,Nissan,15.250595321348806
6825000.0,Toyota Fortuner,Lagos State,Local Used,303573.0,2004,Gold,Toyota,15.736103045555433
25200000.0,Acura MDX,Lagos State,Local Used,83122.0,2018,White,Acura,17.04235459216419
21000000.0,Toyota RAV4,Abuja (FCT),Foreign Used,261328.0,2015,Gray,Toyota,16.860033043306743
15080000.0,Mercedes-Benz E350,Lagos State,Local Used,79610.0,2012,Black,Mercedes-Benz,16.528879986857078
40950000.0,Lexus GX,Lagos State,Local Used,145178.0,2017,Black,Lexus,17.527862392683375
4410000.0,Toyota 4-Runner,Lagos State,Local Used,89640.0,2001,Gold,Toyota,15.299385474180372
18720000.0,Toyota Corolla,Imo State,Foreign Used,272736.0,2016,White,Toyota,16.74510308243252
5040000.0,Toyota Sienna,Ogun State,Local Used,356684.0,2007,Gold,Toyota,15.43291683846023
7665000.0,Lexus IS 250,Lagos State,Local Used,178327.0,2009,Silver,Lexus,15.852175200751187
5250000.0,Nissan Xterra,Lagos State,Local Used,244348.0,2005,Red,Nissan,15.473738825043979
23400000.0,Toyota Avalon,Imo State,Foreign Used,170149.0,2015,Gray,Toyota,16.96824662306297
3129000.0,Toyota RAV4,Rivers State,Local Used,193881.0,2001,Black,Toyota,14.95622434224189
